STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,GEO_AREA,Geographical area,AGE,Age,SEX,Sex,EDUCATION_LEVEL,Education level,INCOME_GROUP,Income group,EMP_STATUS,Employment status,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,UNIT_MULT,Unit multiplier,TIME_HORIZON_USE,Time horizon,DECIMALS,Decimals,BREAKDOWN_V7_HH,V7 Breakdowns households
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CAN,Canada,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,93.6,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ISR,Israel,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,75.37,,D,Definition differs,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ISR,Israel,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,74.94,,D,Definition differs,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ISR,Israel,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,75.9,,D,Definition differs,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ISR,Israel,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,82.5,,D,Definition differs,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ISR,Israel,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,83,,D,Definition differs,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ISR,Israel,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,74.06,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,USA,United States,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,77.97,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,USA,United States,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,79.88,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,USA,United States,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,81.85,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CZE,Czechia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,81.65,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CZE,Czechia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,83.2351,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CZE,Czechia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,86.3574,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,GBR,United Kingdom,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,93.4847,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,GBR,United Kingdom,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,93.9916,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CZE,Czechia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,91.4807,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CZE,Czechia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,78.9753,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DEU,Germany,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,90.2891,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DEU,Germany,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,92.1352,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DEU,Germany,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,92.8571,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DEU,Germany,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,94.3939,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DEU,Germany,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,94.8293,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DEU,Germany,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,91.875,,B,Time series break,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DEU,Germany,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,95.7951,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EU28,European Union (28 countries),A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,88.8033,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EU28,European Union (28 countries),A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,90.4775,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EU28,European Union (28 countries),A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,82.5955,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EU28,European Union (28 countries),A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,85.3814,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FIN,Finland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,95.9986,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FIN,Finland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,96.5591,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FIN,Finland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,97.5855,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FIN,Finland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,89.9316,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FIN,Finland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,91.949,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FIN,Finland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,94.4197,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FIN,Finland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,94.2783,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EU27,European Union (27 countries),A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,87.9374,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EU27,European Union (27 countries),A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,89.6839,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EU27,European Union (27 countries),A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,91.3044,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EU27,European Union (27 countries),A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,92.4376,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EU27,European Union (27 countries),A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,81.3682,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EU27,European Union (27 countries),A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,92.305,,B,Time series break,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EU27,European Union (27 countries),A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,84.2073,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CHL,Chile,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,87.53899513,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,CHL,Chile,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,71.55808871,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BRA,Brazil,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,53.9,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BRA,Brazil,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,66.6629816,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BRA,Brazil,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,71.4,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BRA,Brazil,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,81.53,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BRA,Brazil,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,80.24,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BRA,Brazil,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,49.2,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BRA,Brazil,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,60.8,,D,Definition differs,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NLD,Netherlands,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,97.9994,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NLD,Netherlands,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,98.405,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NLD,Netherlands,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,96.9534,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NLD,Netherlands,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,98.557,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NLD,Netherlands,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,98.2761,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NLD,Netherlands,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,95.966,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,NLD,Netherlands,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,96.6602,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVK,Slovak Republic,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,80.8442,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVK,Slovak Republic,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,82.1911,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVK,Slovak Republic,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,85.7787,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVK,Slovak Republic,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,89.9582,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVK,Slovak Republic,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,90.6535,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVK,Slovak Republic,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,79.4791,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,SVK,Slovak Republic,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,80.5191,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,AUT,Austria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,85.0929,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,AUT,Austria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,88.7924,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
